Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
Test-Driven Development Teste e Design no Mundo Real com Ruby,,,,,Mauricio Aniche,"Aniche, Mauricio",,,,,,CASA DO CODIGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.000000,,Read,,0,,2018/06/10,,,,,,0,,,,,2018/06/10 02:34:04.765913009,,,,,,,,,Profissional,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/B5A29851-684D-49B9-84BD-F123851E2415,
Teste de desempenho com JMeter 3,,Melhore o desempenho de sua aplicação web,,,Bayo Erinle,"Erinle, Bayo",,,,,,Novatec Editora,,,,,,,Computers,"O JMeter é uma aplicação Java projetado para carregar e testar o desempenho de aplicações web. Este livro é um ótimo ponto de partida para conhecê-lo. Ele aborda os novos recursos introduzidos com o JMeter3 e permite conhecer a fundo as novas técnicas necessárias para a avaliação do desempenho de um site.O livro começa com os aspectos básicos do teste de desempenho e nos guia pelo registro do primeiro cenário de teste, antes de se aprofundar no JMeter. Além disso, ensina a configurar o JMeter e os navegadores para nos ajudarem a registrar planos de teste.Ao avançar, você aprenderá a capturar o envio de formulários no JMeter, examinará o gerenciamento de sessões com a ferramenta e verá como se beneficiar de alguns dos componentes fornecidos pelo JMeter para a manipulação de sessões HTTP de aplicações web. Também aprenderá como o JMeter pode ajudar a monitorar testes em tempo real.Examinaremos detalhadamente a execução de testes distribuídos e veremos como nos beneficiar dos recursos do JMeter para realizá-los. Você também conhecerá algumas dicas e melhores práticas relacionadas ao teste de desempenho. Ao terminar o livro, saberá extrair o máximo do poder fornecido pelo Apache JMeter.Você aprenderá:por que o teste de desempenho é necessário e a configurar o JMetera registrar e testar com JMetera manipular entradas de formulário no JMeter e analisar os resultados durante o testea gerenciar sessões de usuário em aplicações web no contexto de um teste do JMetera monitorar os resultados do JMeter em tempo reala executar testes distribuídos com JMeterdicas e melhores práticas úteis para o trabalho com JMeter",,,,,,,,,,,160,,,,,,português,,,,,,9788575226391,,0,3.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 01:34:05.840760946,,,,,,,,DyU_DwAAQBAJ,Profissional,0,,,,,
Testes automatizados de software,,Um guia prático,,,Mauricio Aniche,"Aniche, Mauricio",,,,,,Editora Casa do Código,,2015/04/10,2015,,,,Computers,"Quantas vezes você não colocou um ""else"" a mais ou trocou um maior por maior-igual? Problemas como esses acontecem todos os dias em nossos códigos. E aposto que você sabe como evitá-los: testando seu software. A grande pergunta é: por que evitamos (ou pior, odiamos) testar? Testar custa caro, é demorado e é chato. Mas tudo isso só é verdade, pois ainda delegamos essas tarefas para um ser humano. Este livro mostra de maneira prática como escrever um programa que fará esse teste por você! Mergulhe de cabeça nessa ideia, aprenda a escrever testes automatizados, e passe a dormir bem, tranquilo, pois seu software agora funciona.",,,,,,,,,,,162,,,,,,inglês,,,,,,9788555190292,,0,4.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 02:30:19.136453032,,,,,,,,P2aCCwAAQBAJ,Profissional,0,,,,,
Tomcat,,GUIA RAPIDO DO ADMINISTRADOR,,,Edson Gonçalves,"GONÇALVES, EDSON",,,,,,CIENCIA MODERNA,,,,,,,,"Este livro é destinado ao leitor que está começando a desenvolver aplicações Web escritas em Java, que seja programador ou analista de sistemas responsável pelo desenvolvimento de aplicações voltadas para a Internet, ou é até mesmo um administrador de redes interessado em obter conhecimento sobre como manter uma infra-estrutura de servidores de aplicação Web baseados em Java. Com o intuito de ajudar na administração e configuração do Tomcat, esta obra traz as principais características existentes desse incrível container Servlet. Aprenda as principais configurações do Tomcat 5.5.x, as quais incluem - Instalação do Tomcat; O contexto de uma aplicação Web no Tomcat; O Tomcat manager e administrator; Logs de acesso; JSP e acesso a banco de dados; JNDI; Realms; Valves; Segurança(SSL); Virtual Hosts; Integração do Tomcat ao servidor Web Apache; Balanceamento de carga. E mais, você ainda tem a integração do Tomcat com as duas IDE ́s mais usadas do mercado; Eclipse e NetBeans.",,,,,,,,,,,264,,,,,,português,,,,,,9788573935363,,1,5.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 02:00:45.925310015,,,,,,,,vkNaswEACAAJ,Profissional,0,,,,http://images.amazon.com/images/P/8573935367.01Z.jpg,
UML essencial,,um breve guia para a linguagem-padrão de modelagem de objetos,,,"Martin Fowler, Kendall Scott","Fowler, Martin",,,,,,Bookman,,,2000,,,,,"Escrito para leitores com um conhecimento básico de análise e projeto orientado a objetos, este texto faz um resumo da história, desenvolvimento e lógica de UML, avançando para a discussão de como pode ser integrada a um processo de desenvolvimento orientado a objetos. Fowler traça o perfil das várias técnicas de modelagem de UML- tais como casos de uso, diagramas de classe e diagramas de interação- e descreve clara e sucintamente a notação e a semântica de cada uma. Ressalta também, técnicas úteis que não são UML, tais como cartões CRC e padrões. Estas descrições se tornam ainda mais relevantes com uma série de dicas baseadas na experiência de Fowler e com um breve exemplo de programação Java, demonstrando a implementação de um projeto baseado em UML.",,,,,,,,,,,169,,,,,,português,,,,,,9788573077292,,0,5.000000,,Read,,0,,2018/06/15,,,,,,0,,,,,2018/06/10 01:48:23.407714962,,,,,,,,WDyxPgAACAAJ,Profissional,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/30DBFBEA-00A3-4F8E-9970-3E7DA9A278C7,
Usando Docker,,Desenvolvendo e implantando software com contêineres,,,Adrian Mouat,"Mouat, Adrian",,,,,,Novatec Editora,,2016/05/09,2016,,,,Computers,"Os contêineres do Docker oferecem métodos simples, rápidos e robustos para o desenvolvimento, a distribuição e a execução de softwares, principalmente em ambientes dinâmicos e distribuídos. Com este guia prático, você aprenderá por que os contêineres são tão importantes, o que a adoção do Docker oferece e como torná-lo parte de seu processo de desenvolvimento.Ideal para desenvolvedores, engenheiros de operações e administradores de sistemas – especialmente os inclinados a adotar uma abordagem DevOps – Usando Docker parte dos aspectos básicos e vai até a execução de vários contêineres em um sistema multi-host com rede e agendamento. O objetivo do livro é guiá-lo pelas etapas necessárias para desenvolver, testar e implantar um aplicativo web com o Docker. ■■ Comece a usar o Docker construindo e implantando um aplicativo web simples. ■■ Use técnicas de Implantação Contínua para levar seu aplicativo para o ambiente de produção muitas vezes ao dia. ■■ Conheça várias opções e técnicas para o registro e o monitoramento de múltiplos contêineres. ■■ Examine a descoberta de rede e de serviços: como os contêineres encontrarão uns aos outros e como conectá-los? ■■ Orquestre e agrupe os contêineres para cuidar do balanceamento de carga, escalonamento, failover e agendamento. ■■ Proteja seu sistema seguindo os princípios da defesa em profundidade e do privilégio mínimo. ■■ Explore os contêineres para construir arquiteturas de microsserviços.",,,,,,,,,,,384,,,,,,português,,,,,,9788575224922,,0,4.000000,,Read,,,,2018/06/14,,,,,,0,,,,,2018/06/10 01:34:05.788965940,,,,,,,,wfAhDAAAQBAJ,Profissional,0,,,,,
UX Design,,Guia definitivo com as melhores práticas de UX,,,Will Grant,"Grant, Will",,,,,,Novatec Editora,,2019/06/24,2019,,,,Computers,"Queremos que nossa UX seja genial. Queremos criar ótimas experiências de usuário. Queremos que a UX conduza o sucesso de nosso negócio com produtos de software proveitosos e usáveis. Este livro é baseado no conhecimento e treinamento de Jakob Nielsen e Don Norman para nos ajudar a construir corretamente nossa UX – de 101 formas!UX Design mostra as 101 práticas mais importantes que você precisa saber sobre usabilidade e design. É uma referência prática para profissionais de UX e um atalho para a realização de qualquer pessoa que precise de uma seleção clara e inteligente de princípios para guiar seu sucesso na área de UX. Aprenda os princípios-chave que conduzem a um design de UX genial.Conheça as melhores práticas, entre elas ‘Uma boa UX tem começo, meio e fim’, ‘Faça seus links parecerem links’, ‘Não use ícones obsoletos’, ‘Decida se uma interação deve ser óbvia, fácil ou possível’, ‘Teste com usuários reais’, ‘Aproveitando ao máximo as fontes’, ‘Uma boa UX para resultados de pesquisa’ e ‘Mostre ao usuário – em vez de falar para ele’!",,,,,,,,,,,208,,,,,,português,,,,,,9788575227763,,1,4.500000,,Read,,,,2019/08/18,,,,,,0,,,,,2019/08/16 23:49:23.166623950,,,,,,,Fila 0 | Coluna 1 | Zona 17,b5KeDwAAQBAJ,Profissional,0,,0,,,"[{""status"":0,""activityYear"":2019,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2019\/08\/18 17:23:57.330404043"",""activityDate"":""2019\/08\/18""}]"
Vendendo Software,,,,,Aisa Pereira,"Pereira, Aisa",,,,,,Novatec Editora,,2004/10/19,2004,,,,Business & Economics,"Vendendo Software é o primeiro livro sobre venda de software publicado no Brasil. Escrito por uma brasileira com experiência prática no Brasil e no Vale do Silício, ""Vendendo Software"" é um livro essencialmente prático que faz o leitor refletir, quebrar paradigmas e partir para a ação imediata. Tipicamente, profissionais aprendem a vender software sem uma instrução formal. Aprendem no dia a dia, na prática, a partir da observação de outros vendedores e do retorno dos seus próprios clientes. A metodologia da Engenharia de Vendas, mostrada no livro, visa substituir a informalidade, individualidade, falta de planejamento e prática da tentativa e erro da venda de software por um processo estruturado, seqüenciado e complementar que encurta e aumenta as chances de sucesso das vendas. Se um produto ou serviço de software não vende, o problema está no processo de desenvolvimento? Plataforma utilizada? Equipe de desenvolvimento? Ou será que o problema está na equipe de vendas ou no mau posicionamento do produto ou serviço em termos de preço, escopo, benefício e/ou definição de público-alvo? Estas serão questões entendidas ao final da leitura de ""Vendendo Software"". Com ""Vendendo Software"", o leitor terá a indicação do ""como fazer"" além de ""o que é necessário fazer"" para vender software, de uma forma clara, fácil de ser entendida, e que gera resultados imediatos.",,,,,,,,,,,160,,,,,,português,,,,,,9788575220627,,0,4.000000,,Read,,,,2020/02/02,,,,,,0,,,,,2019/08/09 22:41:20.351511955,,,,,,,,bgHk_EZleV4C,Jéssica,0,,0,,,"[{""status"":0,""activityYear"":2020,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2020\/02\/02 18:05:47.276646018"",""activityDate"":""2020\/02\/02""}]"
Vida de Programador - Volume 0,,/* coleção de tirinhas e outras histórias */,,,Andre Noel,"Noel, Andre",,,,,,Novatec Editora,,2014/07/11,2014,,,,Humor,"Programação é um processo criativo, é uma arte. E isso é muito bom, pois, se fosse algo mecânico, nós já teríamos sido substituídos por máquinas. Por outro lado, é muito ruim quando você precisa dar manutenção em código de algum programador que abusa dessa criatividade.Então você aprende a lógica de programação, aprende sobre estruturas de dados, aprende linguagens de programação, aprende técnicas, tecnologias, etc., mas vai ser conhecido eternamente como o “rapaz do computador”. Pior do que explicar o que você faz para a sua mãe é explicar aos amigos dela (ainda mais porque ela já contou para todo mundo que você trabalha “consertando computadores”).Neste livro você vai encontrar histórias sobre o dia a dia agitado de um programador.",,,,,,,,,,,136,,,,,,português,,,,,,9788575223208,,0,1.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 01:26:51.363453030,,,,,,,,jC33AwAAQBAJ,Profissional,0,,,,,
Vire o jogo com Spring Framework,,,,,Henrique Lobo Weissmann,"Weissmann, Henrique Lobo",,,,,,Editora Casa do Código,,2014/04/16,2014,,,,Computers,"Criado para simplificar o desenvolvimento de aplicações Java, o Spring se tornou um dos frameworks de mais destaque dentro desse grande ambiente. Aprenda muito mais que o básico do Spring, desde o tradicional Container de Inversão de Controle e Injeção de Dependências, passando pelos robustos módulos de segurança, transações, programação orientada a aspectos e também o fantástico módulo MVC, o SpringMVC.",,,,,,,,,,,296,,,,,,inglês,,,,,,9788566250725,,0,4.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 02:27:36.175776958,,,,,,,,nm2CCwAAQBAJ,Profissional,0,,,,,
Você é inteligente o bastante para trabalhar no Google?,,,,,William Poundstone,"Poundstone, William",,,,,,Zahar,,2012/09/17,2012,,,,Business & Economics,Todo mundo que passou pelo processo seletivo de uma grande empresa ou multinacional sabe como são ardilosas as perguntas das entrevistas. Como você pesaria a sua cabeça? O que faria se fosse reduzido ao tamanho de uma moeda e jogado em um liquidificador que será ligado em sessenta segundos? William Poundstone usa como referência o Google para explicar e solucionar dezenas dessas questões desafiadoras. Leitura obrigatória e divertida para todos os interessados em desafiar a sua capacidade de raciocínio e desenvolver o pensamento criativo.,,,,,,,,,,,291,,,,,,português,,,,,,9788537808924,,1,3.500000,,Read,,,,2021/01/02,,,,,,0,,,,,2020/12/07 20:18:16.882503986,,,,,,,,9hqV8D3iz34C,Profissional,0,,0,,,"[{""status"":0,""activityYear"":2021,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2021\/01\/02 14:52:58.376904010"",""activityDate"":""2021\/01\/02""}]"
VRaptor,,Desenvolvimento ágil para web com Java,,,Lucas Cavalcanti,"Cavalcanti, Lucas",,,,,,Editora Casa do Código,,2014/04/16,2014,,,,Computers,"Aprenda o framework Java mais poderoso e produtivo que existe! Desenvolvido por brasileiros, o VRaptor é o framework web mais adotado no mercado nacional e traz diversas facilidades para os desenvolvedores. Crie sistemas web de forma descomplicada, mantendo seu código organizado e usando as melhores práticas de programação existente. Lucas Cavalcanti ensina as convenções do framework, e como usar a injeção de dependências. Domine os conceitos de serviços Restful e muito mais para criar as melhores aplicações web do mercado!",,,,,,,,,,,218,,,,,,inglês,,,,,,9788566250800,,0,3.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 02:28:39.726348042,,,,,,,,S4-CCwAAQBAJ,Profissional,0,,,,,
Vue.js,,Construa aplicações incríveis,,,Caio Incau,"Incau, Caio",,,,,,Editora Casa do Código,,2017/04/20,2017,,,,Computers,"O modo como desenvolvemos código front-end mudou muito ao longo dos últimos anos. Mais do que dar as ferramentas necessárias para desenvolver, os frameworks de componentes reativos para interfaces web modernas vieram nos ajudar com padrões e reaproveitamento de código. Vue.js, ou simplesmente Vue, é uma biblioteca moderna de desenvolvimento front-end, uma lib JavaScript para componentes reativos para web. Ele ganhou muita visibilidade no mercado após ser adotado como padrão pelo Laravel, tendo a possibilidade de ser utilizado em qualquer projeto que possua front-end, independente da linguagem de programação escolhida. Neste livro, você vai aprender a sintaxe do Vue.js, como funcionam seus componentes e métodos, como integrar com APIs externas e criar rotas, e muito mais! Caio Incau guia o leitor desde a instalação, passando por algumas bibliotecas úteis, até o desenvolvimento de um projeto de exemplo. A ideia é que, após ler este livro, você consiga desenvolver sua primeira aplicação em Vue.js, com um alto padrão de código, saindo com teoria e prática para poder começar a aplicar em seus próprios projetos.",,,,,,,,,,,156,,,,,,inglês,,,,,,9788555192685,,1,5.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 02:06:45.713418960,,,,,,,,Ft-8DgAAQBAJ,Profissional,0,,,,,
